acad_org,session,cf_term_id,cf_status,course_subject,course_number,section_number,course_title,cf_course_id,instructor_name,start_date,end_date,bb_course_id,cp_cycle_id
PSY-SPS,1,1249,Active,RM,201,"7         ",Intro to Research Methods,15571,"Roygardner,Debangshu",2024-08-28,2024-12-21,SPS01_RM_201_1249_15571,10
PSY-SPS,1,1249,Active,RM,201,"8         ",Intro to Research Methods,15564,"Roygardner,Debangshu",2024-08-28,2024-12-21,SPS01_RM_201_1249_15564,10
PSY-SPS,1,1249,Active,PSY,302,"4         ",Advanced Research Methods,29876,"Roygardner,Lauren M",2024-08-28,2024-12-21,SPS01_PSY_302_1249_29876,10
PSY-SPS,1,1249,Active,PSY,337,"1         ",Risk & Resilience In Develop,15721,"Roygardner,Lauren M",2024-08-28,2024-12-21,SPS01_PSY_337_1249_15721,10
PSY-SPS,1,1249,Active,PSY,600,"1         ",Cognitive Psychology and Learn,29885,"Mahoney,Lauren Anne",2024-08-28,2024-12-21,SPS01_PSY_600_1249_29885,10
PSY-SPS,1,1249,Active,PSY,600,"2         ",Cognitive Psychology and Learn,29887,"Mahoney,Lauren Anne",2024-08-28,2024-12-21,SPS01_PSY_600_1249_29887,10
PSY-SPS,1,1249,Active,PSY,605,"2         ",Biological Found of Behavior,29888,"Mahoney,Lauren Anne",2024-08-28,2024-12-21,SPS01_PSY_605_1249_29888,10
PSY-SPS,1,1249,Active,PSY,610,"1         ",Social Behavior,15517,"Smith,Casey Charice",2024-08-28,2024-12-21,SPS01_PSY_610_1249_15517,10
PSY-SPS,1,1249,Active,PSY,210,"1         ",Biological Bases of Behavior,15739,"Hollander,Shlomo Z",2024-08-28,2024-12-21,SPS01_PSY_210_1249_15739,10
PSY-SPS,1,1249,Active,PSY,210,"2         ",Biological Bases of Behavior,15741,"Hollander,Shlomo Z",2024-08-28,2024-12-21,SPS01_PSY_210_1249_15741,10
PSY-SPS,1,1249,Active,PSY,327,"1         ",Clin Mthds: Theory & Process,15724,"Rabenstein,Kelly P",2024-08-28,2024-12-21,SPS01_PSY_327_1249_15724,10
PSY-SPS,1,1249,Active,PSY,340,"1         ",Contemp Issues/Adult & Aging,15717,"Gourrier,Giselle L",2024-08-28,2024-12-21,SPS01_PSY_340_1249_15717,10
PSY-SPS,1,1249,Active,PSY,499,"1         ",Capstone: Social on Individual,29881,"Gourrier,Giselle L",2024-08-28,2024-12-21,SPS01_PSY_499_1249_29881,10
PSY-SPS,1,1249,Active,PSY,499,"2         ",Capstone: Social on Individual,29882,"Gourrier,Giselle L",2024-08-28,2024-12-21,SPS01_PSY_499_1249_29882,10
PSY-SPS,1,1249,Active,PSY,605,"1         ",Biological Found of Behavior,15520,"Hollander,Shlomo Z",2024-08-28,2024-12-21,SPS01_PSY_605_1249_15520,10
PSY-SPS,1,1249,Active,PSY,620,"1         ",Psychopathology,15515,"Rabenstein,Kelly P",2024-08-28,2024-12-21,SPS01_PSY_620_1249_15515,10
PSY-SPS,1,1249,Active,PSY,655,"1         ",Child & Adolescent Development,15509,"Matthews,Elizabeth",2024-08-28,2024-12-21,SPS01_PSY_655_1249_15509,10
PSY-SPS,1,1249,Active,RM,201,"4         ",Intro to Research Methods,15568,"Rabenstein,Kelly P",2024-08-28,2024-12-21,SPS01_RM_201_1249_15568,10
PSY-SPS,1,1249,Active,PSY,240,"3         ",Social Psychology,29870,"Perrone,Richard V",2024-08-28,2024-12-21,SPS01_PSY_240_1249_29870,10
PSY-SPS,1,1249,Active,PSY,240,"4         ",Social Psychology,29871,"Perrone,Richard V",2024-08-28,2024-12-21,SPS01_PSY_240_1249_29871,10
PSY-SPS,1,1249,Active,PSY,630,"2         ",Advanced Research Methods,29890,"Perrone,Richard V",2024-08-28,2024-12-21,SPS01_PSY_630_1249_29890,10
PSY-SPS,1,1249,Active,PSY,635,"1         ",Intro-Industrial/Org Psych,15513,"Sywulak,Laura Ann",2024-08-28,2024-12-21,SPS01_PSY_635_1249_15513,10
PSY-SPS,1,1249,Active,RM,201,"3         ",Intro to Research Methods,15567,"Sywulak,Laura Ann",2024-08-28,2024-12-21,SPS01_RM_201_1249_15567,10
PSY-SPS,1,1249,Active,PSY,315,"1         ",The Psychology of Work,15725,"Hoffman,Ashley J",2024-08-28,2024-12-21,SPS01_PSY_315_1249_15725,10
PSY-SPS,1,1249,Active,PSY,315,"2         ",The Psychology of Work,15723,"Weinstein,Dianne",2024-08-28,2024-12-21,SPS01_PSY_315_1249_15723,10
PSY-SPS,1,1249,Active,PSY,340,"2         ",Contemp Issues/Adult & Aging,15720,"Oestmann,Joanne",2024-08-28,2024-12-21,SPS01_PSY_340_1249_15720,10
PSY-SPS,1,1249,Active,PSY,630,"1         ",Advanced Research Methods,15508,"Elisha,Isabelle",2024-08-28,2024-12-21,SPS01_PSY_630_1249_15508,10
PSY-SPS,1,1249,Active,PSY,660,"1         ",Adult Development,29892,"Oestmann,Joanne",2024-08-28,2024-12-21,SPS01_PSY_660_1249_29892,10
PSY-SPS,1,1249,Active,PSY,698,"1         ",Psychology Capstone Project I,29894,"Elisha,Isabelle",2024-08-28,2024-12-21,SPS01_PSY_698_1249_29894,10
PSY-SPS,1,1249,Active,PSY,699,"1         ",Psychology Capstone Project II,29896,"Elisha,Isabelle",2024-08-28,2024-12-21,SPS01_PSY_699_1249_29896,10
PSY-SPS,1,1249,Active,PSY,101,"1         ",Introduction to Psychology,29864,"Zanders,Carley",2024-08-28,2024-12-21,SPS01_PSY_101_1249_29864,10
PSY-SPS,1,1249,Active,PSY,101,"3         ",Introduction to Psychology,29866,"Zanders,Carley",2024-08-28,2024-12-21,SPS01_PSY_101_1249_29866,10
PSY-SPS,1,1249,Active,PSY,301,"1         ",Statistics for Psychology,29872,"Johnson,Jill M",2024-08-28,2024-12-21,SPS01_PSY_301_1249_29872,10
PSY-SPS,1,1249,Active,PSY,301,"2         ",Statistics for Psychology,29874,"Johnson,Jill M",2024-08-28,2024-12-21,SPS01_PSY_301_1249_29874,10
PSY-SPS,1,1249,Active,PSY,302,"1         ",Advanced Research Methods,15728,"Hansen,Chelsea",2024-08-28,2024-12-21,SPS01_PSY_302_1249_15728,10
PSY-SPS,1,1249,Active,PSY,302,"3         ",Advanced Research Methods,15734,"Aidala,Zachary",2024-08-28,2024-12-21,SPS01_PSY_302_1249_15734,10
PSY-SPS,1,1249,Active,PSY,348,"1         ",Small Group Processes,15716,"Pasha,Nausheen",2024-08-28,2024-12-21,SPS01_PSY_348_1249_15716,10
PSY-SPS,1,1249,Active,PSY,498,"1         ",PSY-Everyday Life,29878,"Hansen,Chelsea",2024-08-28,2024-12-21,SPS01_PSY_498_1249_29878,10
PSY-SPS,1,1249,Active,PSY,498,"2         ",PSY-Everyday Life,29879,"Johnson,Jill M",2024-08-28,2024-12-21,SPS01_PSY_498_1249_29879,10
PSY-SPS,1,1249,Active,PSY,670,"1         ",Cognitive Development,15507,"Hansen,Chelsea",2024-08-28,2024-12-21,SPS01_PSY_670_1249_15507,10
PSY-SPS,1,1249,Active,PSY,230,"1         ",Learning and Cognition,15730,"Field,Caitlin",2024-08-28,2024-12-21,SPS01_PSY_230_1249_15730,10
PSY-SPS,1,1249,Active,PSY,240,"2         ",Social Psychology,29869,"Isaac,Nikia C",2024-08-28,2024-12-21,SPS01_PSY_240_1249_29869,10
PSY-SPS,1,1249,Active,PSY,302,"2         ",Advanced Research Methods,15732,"Camire,Ryan M",2024-08-28,2024-12-21,SPS01_PSY_302_1249_15732,10
PSY-SPS,1,1249,Active,PSY,640,"1         ",Org Devel & Effectiveness,15512,"Diaz,Clemente",2024-08-28,2024-12-21,SPS01_PSY_640_1249_15512,10
PSY-SPS,1,1249,Active,RM,201,"1         ",Intro to Research Methods,15565,"Camire,Ryan M",2024-08-28,2024-12-21,SPS01_RM_201_1249_15565,10
PSY-SPS,1,1249,Active,RM,201,"2         ",Intro to Research Methods,15566,"Camire,Ryan M",2024-08-28,2024-12-21,SPS01_RM_201_1249_15566,10
PSY-SPS,1,1249,Active,PSY,675,"1         ",Atypical Development,15506,"Lally,Tara M",2024-08-28,2024-12-21,SPS01_PSY_675_1249_15506,10
PSY-SPS,1,1249,Active,RM,201,"5         ",Intro to Research Methods,15569,"Lally,Tara M",2024-08-28,2024-12-21,SPS01_RM_201_1249_15569,10
PSY-SPS,1,1249,Active,RM,201,"6         ",Intro to Research Methods,15570,"Lally,Tara M",2024-08-28,2024-12-21,SPS01_RM_201_1249_15570,10
PSY-SPS,1,1249,Active,PSY,210,"3         ",Biological Bases of Behavior,15742,"Sadik,Suhad",2024-08-28,2024-12-21,SPS01_PSY_210_1249_15742,10
PSY-SPS,1,1249,Active,PSY,230,"2         ",Learning and Cognition,15733,"Bielek,Sara",2024-08-28,2024-12-21,SPS01_PSY_230_1249_15733,10
PSY-SPS,1,1249,Active,PSY,230,"3         ",Learning and Cognition,15731,"Bielek,Sara",2024-08-28,2024-12-21,SPS01_PSY_230_1249_15731,10
PSY-SPS,1,1249,Active,PSY,230,"4         ",Learning and Cognition,15729,"Bielek,Sara",2024-08-28,2024-12-21,SPS01_PSY_230_1249_15729,10
PSY-SPS,1,1249,Active,PSY,301,"3         ",Statistics for Psychology,29875,"Sadik,Suhad",2024-08-28,2024-12-21,SPS01_PSY_301_1249_29875,10
PSY-SPS,1,1249,Active,PSY,625,"1         ",Advanced Statistics,15514,"Sadik,Suhad",2024-08-28,2024-12-21,SPS01_PSY_625_1249_15514,10
PSY-SPS,1,1249,Active,PSY,101,"2         ",Introduction to Psychology,29865,NULL,2024-08-28,2024-12-21,SPS01_PSY_101_1249_29865,10
PSY-SPS,1,1249,Active,PSY,101,"4         ",Introduction to Psychology,29867,NULL,2024-08-28,2024-12-21,SPS01_PSY_101_1249_29867,10
PSY-SPS,1,1249,Active,PSY,210,"4         ",Biological Bases of Behavior,15740,NULL,2024-08-28,2024-12-21,SPS01_PSY_210_1249_15740,10
PSY-SPS,1,1249,Active,PSY,220,"2         ",Developmental Psychology,15738,NULL,2024-08-28,2024-12-21,SPS01_PSY_220_1249_15738,10
PSY-SPS,1,1249,Active,PSY,220,"3         ",Developmental Psychology,15735,NULL,2024-08-28,2024-12-21,SPS01_PSY_220_1249_15735,10
PSY-SPS,1,1249,Active,PSY,220,"4         ",Developmental Psychology,15737,NULL,2024-08-28,2024-12-21,SPS01_PSY_220_1249_15737,10
PSY-SPS,1,1249,Active,PSY,308,"3         ",Soc & Emot Devel In Childhood,32689,NULL,2024-08-28,2024-12-21,SPS01_PSY_308_1249_32689,10
PSY-SPS,1,1249,Active,PSY,327,"3         ",Clin Mthds: Theory & Process,32691,NULL,2024-08-28,2024-12-21,SPS01_PSY_327_1249_32691,10
PSY-SPS,1,1249,Active,PSY,337,"2         ",Risk & Resilience In Develop,33016,NULL,2024-08-28,2024-12-21,SPS01_PSY_337_1249_33016,10
PSY-SPS,1,1249,Active,PSY,340,"3         ",Contemp Issues/Adult & Aging,15719,NULL,2024-08-28,2024-12-21,SPS01_PSY_340_1249_15719,10
PSY-SPS,1,1249,Active,PSY,360,"2         ",Abnormal Psychology,32692,NULL,2024-08-28,2024-12-21,SPS01_PSY_360_1249_32692,10
PSY-SPS,1,1249,Active,PSY,360,"3         ",Abnormal Psychology,32693,NULL,2024-08-28,2024-12-21,SPS01_PSY_360_1249_32693,10
PSY-SPS,1,1249,Active,PSY,498,"3         ",PSY-Everyday Life,29880,NULL,2024-08-28,2024-12-21,SPS01_PSY_498_1249_29880,10
PSY-SPS,1,1249,Active,PSY,499,"3         ",Capstone: Social on Individual,29883,NULL,2024-08-28,2024-12-21,SPS01_PSY_499_1249_29883,10
PSY-SPS,1,1249,Active,PSY,610,"2         ",Social Behavior,29889,NULL,2024-08-28,2024-12-21,SPS01_PSY_610_1249_29889,10
PSY-SPS,1,1249,Active,PSY,615,"1         ",Theories of Personality,15516,NULL,2024-08-28,2024-12-21,SPS01_PSY_615_1249_15516,10
PSY-SPS,1,1249,Cancelled,PSY,645,"1         ",Perf Mgmt & Motivation,15511,NULL,2024-08-28,2024-12-21,SPS01_PSY_645_1249_15511,10
PSY-SPS,1,1249,Cancelled,PSY,680,"1         ",Personnel Selection,15505,NULL,2024-08-28,2024-12-21,SPS01_PSY_680_1249_15505,10
PSY-SPS,1,1249,Active,RM,201,"9         ",Intro to Research Methods,32688,NULL,2024-08-28,2024-12-21,SPS01_RM_201_1249_32688,10
PSY-SPS,7W1,1249,Active,PSY,101,"5         ",Introduction to Psychology,34120,NULL,2024-08-28,2024-10-22,SPS01_PSY_101_1249_34120,10
PSY-SPS,7W1,1249,Active,RM,201,"10        ",Intro to Research Methods,34121,NULL,2024-08-28,2024-10-22,SPS01_RM_201_1249_34121,10
PSY-SPS,7W2,1249,Active,PSY,301,"4         ",Statistics for Psychology,34123,NULL,2024-10-23,2024-12-21,SPS01_PSY_301_1249_34123,10
PSY-SPS,7W2,1249,Active,RM,201,"11        ",Intro to Research Methods,34122,NULL,2024-10-23,2024-12-21,SPS01_RM_201_1249_34122,10
SPS-SPS,1,1249,Active,RAC,699,"1         ",Research Admin Comp Practicum,15450,"Schaller-Demers,Debra S",2024-08-28,2024-12-21,SPS01_RAC_699_1249_15450,10
SPS-SPS,1,1249,Active,RAC,602,"1         ",Intro Clin Res&Compliance,15451,"Gagliardi,Rosemarie",2024-08-28,2024-12-21,SPS01_RAC_602_1249_15451,10
SPS-SPS,1,1249,Active,RAC,651,"1         ",Ethical Issues in Clinical Res,15452,"Silverman,Henry J",2024-08-28,2024-12-21,SPS01_RAC_651_1249_15452,10
SPS-SPS,1,1249,Active,RAC,612,"1         ",Intellectual Property,15453,"Sterns,Anthony A",2024-08-28,2024-12-21,SPS01_RAC_612_1249_15453,10
SPS-SPS,1,1249,Active,RAC,600,"1         ",Intro Research Admin,15454,"Casey Jr,James",2024-08-28,2024-12-21,SPS01_RAC_600_1249_15454,10
SOC-SPS,1,1249,Active,SOC,304,"1         ",Global Culture and Diversity,15782,"Martino-Velez,Leslie Ann",2024-08-28,2024-12-21,SPS01_SOC_304_1249_15782,10
SOC-SPS,1,1249,Active,HRL,270,"1         ",Human Relations in Mgmt,22169,"Brown,Danette Lashaun",2024-08-28,2024-12-21,SPS01_HRL_270_1249_22169,10
SOC-SPS,1,1249,Active,HRL,200,"1         ",Foundations of Human Relations,15582,"Roldan Rivera,Jose H",2024-08-28,2024-12-21,SPS01_HRL_200_1249_15582,10
SOC-SPS,1,1249,Active,HRL,200,"2         ",Foundations of Human Relations,15583,"Brown-Alphonse,Jenia",2024-08-28,2024-12-21,SPS01_HRL_200_1249_15583,10
SOC-SPS,1,1249,Active,SOC,215,"2         ",Soc of Work and Organizations,15437,"Roldan Rivera,Jose H",2024-08-28,2024-12-21,SPS01_SOC_215_1249_15437,10
SOC-SPS,1,1249,Active,HRL,320,"1         ",Res Methods In The Workplace,15491,"Martucci,Sara Lucia",2024-08-28,2024-12-21,SPS01_HRL_320_1249_15491,10
SOC-SPS,1,1249,Active,SOC,203,"2         ","Race, Class and Gender",15786,"Medina,Daniela Melo",2024-08-28,2024-12-21,SPS01_SOC_203_1249_15786,10
SOC-SPS,1,1249,Active,HRL,210,"1         ",Interperson & Group Comm,15581,"Richardson,Kelsey",2024-08-28,2024-12-21,SPS01_HRL_210_1249_15581,10
SOC-SPS,1,1249,Active,ORGD,341,"1         ",Organiz Behav & Change,15574,"Sywulak,Laura Ann",2024-08-28,2024-12-21,SPS01_ORGD_341_1249_15574,10
SOC-SPS,1,1249,Active,SOC,215,"1         ",Soc of Work and Organizations,15435,"Oglensky,Bonnie D",2024-08-28,2024-12-21,SPS01_SOC_215_1249_15435,10
SOC-SPS,1,1249,Active,SOC,319,"1         ",Self and Social Interaction,15781,"Anderson,Terri L",2024-08-28,2024-12-21,SPS01_SOC_319_1249_15781,10
SOC-SPS,1,1249,Active,SOC,340,"1         ",Sociology of Sex & Gender,24977,"Anderson,Terri L",2024-08-28,2024-12-21,SPS01_SOC_340_1249_24977,10
SOC-SPS,1,1249,Active,SOC,390,"1         ",Cntmp Perpec Immigrants,15434,"Kolker,Abigail F",2024-08-28,2024-12-21,SPS01_SOC_390_1249_15434,10
SOC-SPS,1,1249,Active,SOC,490,"1         ",Ethnography,15778,"Kolker,Abigail F",2024-08-28,2024-12-21,SPS01_SOC_490_1249_15778,10
SOC-SPS,1,1249,Active,SOC,302,"1         ",Social Statistics,15780,"Bharali,Kannaki",2024-08-28,2024-12-21,SPS01_SOC_302_1249_15780,10
SOC-SPS,1,1249,Active,SOC,310,"1         ",Found Sociological Theory,15783,"Bharali,Kannaki",2024-08-28,2024-12-21,SPS01_SOC_310_1249_15783,10
SOC-SPS,1,1249,Active,SOC,499,"1         ",Senior Capstone,15775,"Bharali,Kannaki",2024-08-28,2024-12-21,SPS01_SOC_499_1249_15775,10
SOC-SPS,1,1249,Active,HRL,210,"2         ",Interperson & Group Comm,15584,"Scull,Lianna L",2024-08-28,2024-12-21,SPS01_HRL_210_1249_15584,10
SOC-SPS,1,1249,Active,ORGD,341,"2         ",Organiz Behav & Change,15575,"Nixon,Dorothea",2024-08-28,2024-12-21,SPS01_ORGD_341_1249_15575,10
SOC-SPS,1,1249,Active,SOC,101,"2         ",Introduction to Sociology,15349,"Levy,Antonia M",2024-08-28,2024-12-21,SPS01_SOC_101_1249_15349,10
SOC-SPS,1,1249,Active,HRL,350,"1         ",Eth/Legal Dimen of Hum Rel,22170,"Newman,Sara D",2024-08-28,2024-12-21,SPS01_HRL_350_1249_22170,10
SOC-SPS,1,1249,Active,HRL,499,"1         ",Human Relations Capstone,15577,"Newman,Sara D",2024-08-28,2024-12-21,SPS01_HRL_499_1249_15577,10
SOC-SPS,1,1249,Active,SOC,101,"1         ",Introduction to Sociology,15348,"Lorek,Melanie",2024-08-28,2024-12-21,SPS01_SOC_101_1249_15348,10
SOC-SPS,1,1249,Active,SOC,270,"1         ",Environmental Sociology,15415,"Lorek,Melanie",2024-08-28,2024-12-21,SPS01_SOC_270_1249_15415,10
SOC-SPS,1,1249,Active,SOC,380,"1         ",Independent Study,53856,"Lorek,Melanie",2024-08-28,2024-12-21,SPS01_SOC_380_1249_53856,10
SOC-SPS,1,1249,Active,ILAW,602,"1         ",Immigration Business Law,15399,"Bali,Shruti",2024-08-28,2024-12-21,SPS01_ILAW_602_1249_15399,10
SOC-SPS,1,1249,Active,SOC,208,"1         ",Urban Sociology,15784,"Halle,David",2024-08-28,2024-12-21,SPS01_SOC_208_1249_15784,10
SOC-SPS,1,1249,Active,ILAW,601,"1         ",Intr Immigration Law,15345,"Dhar,Meetu",2024-08-28,2024-12-21,SPS01_ILAW_601_1249_15345,10
SOC-SPS,1,1249,Active,ILAW,603,"1         ",Immigration Court,15328,"Dhar,Meetu",2024-08-28,2024-12-21,SPS01_ILAW_603_1249_15328,10
SOC-SPS,1,1249,Active,HRL,250,"1         ",Adult Learning - Workplace,22168,NULL,2024-08-28,2024-12-21,SPS01_HRL_250_1249_22168,10
SOC-SPS,1,1249,Cancelled,HRL,380,"1         ",Conflict in Human Relations,15580,NULL,2024-08-28,2024-12-21,SPS01_HRL_380_1249_15580,10
SOC-SPS,1,1249,Active,HRL,380,"2         ",Conflict in Human Relations,15579,NULL,2024-08-28,2024-12-21,SPS01_HRL_380_1249_15579,10
SOC-SPS,1,1249,Cancelled,HRL,380,"3         ",Conflict in Human Relations,15578,NULL,2024-08-28,2024-12-21,SPS01_HRL_380_1249_15578,10
SOC-SPS,1,1249,Cancelled,HRL,499,"2         ",Human Relations Capstone,15576,NULL,2024-08-28,2024-12-21,SPS01_HRL_499_1249_15576,10
SOC-SPS,1,1249,Active,SOC,203,"1         ","Race, Class and Gender",15785,NULL,2024-08-28,2024-12-21,SPS01_SOC_203_1249_15785,10
SOC-SPS,1,1249,Active,SOC,203,"3         ","Race, Class and Gender",15789,NULL,2024-08-28,2024-12-21,SPS01_SOC_203_1249_15789,10
SOC-SPS,1,1249,Active,SOC,207,"1         ",Intro to Criminal Justice,22171,NULL,2024-08-28,2024-12-21,SPS01_SOC_207_1249_22171,10
SOC-SPS,1,1249,Cancelled,SOC,499,"2         ",Senior Capstone,15776,NULL,2024-08-28,2024-12-21,SPS01_SOC_499_1249_15776,10
SPS-SPS,1,1249,Active,MST,620,"1         ",Museum Educ & Interpret,15446,"Hayes,Leslie A/Paige,Olivia M",2024-08-28,2024-12-21,SPS01_MST_620_1249_15446,10
SPS-SPS,1,1249,Active,MST,690,"1         ",Special Topics in Museum Studi,15438,"Coplin,Jennifer Anne",2024-08-28,2024-12-21,SPS01_MST_690_1249_15438,10
SPS-SPS,1,1249,Active,MST,642,"1         ",Public History/Women?s History,15441,"Mahoney,Nicole L",2024-08-28,2024-12-21,SPS01_MST_642_1249_15441,10
SPS-SPS,1,1249,Active,MST,630,"1         ","Museum Admin, Finance, & Law",15448,"Shein,Richard A",2024-08-28,2024-12-21,SPS01_MST_630_1249_15448,10
SPS-SPS,1,1249,Active,MST,650,"1         ",Digital Media and the Museum,15440,"Noyes,Pauline M",2024-08-28,2024-12-21,SPS01_MST_650_1249_15440,10
SPS-SPS,1,1249,Active,MST,600,"1         ",History and Theory of Museums,15449,"Romano,Renee C",2024-08-28,2024-12-21,SPS01_MST_600_1249_15449,10
SPS-SPS,1,1249,Active,MST,699,"1         ",Capstone Project,15442,"Paley,Valerie",2024-08-28,2024-12-21,SPS01_MST_699_1249_15442,10
SPS-SPS,1,1249,Active,MST,610,"1         ",Curatorial Theory/Exhibit Dsgn,15447,NULL,2024-08-28,2024-12-21,SPS01_MST_610_1249_15447,10
SPS-SPS,1,1249,Cancelled,MST,660,"1         ","Development, Fundraising, and",15439,NULL,2024-08-28,2024-12-21,SPS01_MST_660_1249_15439,10
YS-SPS,1,1249,Active,YS,302,"1         ",Community and Youth Activism,15411,"Juarez Mendoza,Andrea N.",2024-08-28,2024-12-21,SPS01_YS_302_1249_15411,10
YS-SPS,1,1249,Active,YS,602,"1         ",Youth Action & Agency,15669,"Juarez Mendoza,Andrea N.",2024-08-28,2024-12-21,SPS01_YS_602_1249_15669,10
YS-SPS,1,1249,Active,YS,699,"1         ",Youth Studies Capstone Course,15497,"Zeller-Berkman,Sarah M.",2024-08-28,2024-12-21,SPS01_YS_699_1249_15497,10
YS-SPS,1,1249,Active,YS,402,"1         ",Social Group Work with Youth,22087,"Herrera,Karla Vanessa",2024-08-28,2024-12-21,SPS01_YS_402_1249_22087,10
YS-SPS,1,1249,Active,YS,306,"1         ",Design Curric/Diverse Learn,15410,"Johnson-Smith,Eris B",2024-08-28,2024-12-21,SPS01_YS_306_1249_15410,10
YS-SPS,1,1249,Active,YS,312,"1         ",Transformative Justice,22089,"Hamilton,Nicole Tene",2024-08-28,2024-12-21,SPS01_YS_312_1249_22089,10
YS-SPS,1,1249,Active,YS,604,"1         ",Adolescent Sexual Health,15666,"Roygardner,Debangshu",2024-08-28,2024-12-21,SPS01_YS_604_1249_15666,10
YS-SPS,1,1249,Active,YS,310,"1         ",R&E:Pos Youth Devel,22090,"Mui,Stephanie Alice",2024-08-28,2024-12-21,SPS01_YS_310_1249_22090,10
YS-SPS,1,1249,Active,YS,639,"1         ",Youth Studies Research Methods,15499,"Bishop,Elizabeth M",2024-08-28,2024-12-21,SPS01_YS_639_1249_15499,10
YS-SPS,1,1249,Active,YS,639,"2         ",Youth Studies Research Methods,15498,"Bishop,Elizabeth M",2024-08-28,2024-12-21,SPS01_YS_639_1249_15498,10
YS-SPS,1,1249,Active,YS,308,"1         ",Crit Disability:Youth Perspect,15409,"Hollins,Whitney Q",2024-08-28,2024-12-21,SPS01_YS_308_1249_15409,10
YS-SPS,1,1249,Active,YS,314,"1         ",Youth Policy,15408,"Jankstrom,Laura M",2024-08-28,2024-12-21,SPS01_YS_314_1249_15408,10
YS-SPS,1,1249,Active,YS,499,"1         ",Youth Studies Capstone,22088,"Hollins,Whitney Q",2024-08-28,2024-12-21,SPS01_YS_499_1249_22088,10
YS-SPS,1,1249,Active,YS,600,"1         ",Construct of Adolescence - US,15668,"Hollins,Whitney Q",2024-08-28,2024-12-21,SPS01_YS_600_1249_15668,10
YS-SPS,1,1249,Active,YS,600,"2         ",Construct of Adolescence - US,15670,"Hollins,Whitney Q",2024-08-28,2024-12-21,SPS01_YS_600_1249_15670,10
YS-SPS,1,1249,Active,YS,620,"1         ",Prac: Design&Run Qual Prgms,15500,"Curry,Jennifer L",2024-08-28,2024-12-21,SPS01_YS_620_1249_15500,10
YS-SPS,1,1249,Active,YS,699,"2         ",Youth Studies Capstone Course,22006,"Smith,Lakersha L",2024-08-28,2024-12-21,SPS01_YS_699_1249_22006,10
YS-SPS,1,1249,Active,YS,422,"1         ",Independent Research in YS,15407,"Castillo,Rachel",2024-08-28,2024-12-21,SPS01_YS_422_1249_15407,10
YS-SPS,1,1249,Active,YS,649,"1         ",Youth Studies Indpndnt Study,31769,"Castillo,Rachel",2024-08-28,2024-12-21,SPS01_YS_649_1249_31769,10
YS-SPS,1,1249,Active,YS,370,"1         ",Special Topics in Youth Study,22086,"Gomez,Lissette",2024-08-28,2024-12-21,SPS01_YS_370_1249_22086,10
YS-SPS,1,1249,Active,YS,603,"1         ",Working Group with Youth,15667,"Burack,Heather",2024-08-28,2024-12-21,SPS01_YS_603_1249_15667,10
YS-SPS,1,1249,Active,YS,611,"1         ",Youth Policy,15501,"Ozier,Lance W",2024-08-28,2024-12-21,SPS01_YS_611_1249_15501,10
YS-SPS,1,1249,Active,YS,610,"1         ",Youth Development,15502,"Hart,Manijeh",2024-08-28,2024-12-21,SPS01_YS_610_1249_15502,10
YS-SPS,1,1249,Active,YS,610,"2         ",Youth Development,15503,"Hart,Manijeh",2024-08-28,2024-12-21,SPS01_YS_610_1249_15503,10
YS-SPS,1,1249,Active,YS,210,"1         ",Crit Approach-Positive Youth,15414,NULL,2024-08-28,2024-12-21,SPS01_YS_210_1249_15414,10
YS-SPS,1,1249,Active,YS,210,"2         ",Crit Approach-Positive Youth,15413,NULL,2024-08-28,2024-12-21,SPS01_YS_210_1249_15413,10
YS-SPS,1,1249,Active,YS,220,"1         ",Adolescence Past Present Futur,15412,NULL,2024-08-28,2024-12-21,SPS01_YS_220_1249_15412,10
YS-SPS,1,1249,Active,YS,220,"2         ",Adolescence Past Present Futur,22085,NULL,2024-08-28,2024-12-21,SPS01_YS_220_1249_22085,10
YS-SPS,1,1249,Tentative,YS,328,"1         ",SAC Credentialing I,31764,NULL,2024-08-28,2024-12-21,SPS01_YS_328_1249_31764,10
YS-SPS,1,1249,Active,YS,436,"1         ",Youth Dev-Non-Profit Mgmt,48248,NULL,2024-08-28,2024-12-21,SPS01_YS_436_1249_48248,10
YS-SPS,1,1249,Active,YS,620,"2         ",Prac: Design&Run Qual Prgms,21430,NULL,2024-08-28,2024-12-21,SPS01_YS_620_1249_21430,10
